age,gender_M,in_state,race_Asian,race_White,race_Hispanic,race_Black,race_Other,sat_math,sat_ebrw,act_composite,gpa,extracurriculars_count,first_gen,legacy,athlete,admit
18,0,0,0,0,1,0,0,796,762,34,4.0,3,0,0,0,0
18,0,0,0,1,0,0,0,742,761,34,3.91,4,0,0,0,0
18,0,0,0,1,0,0,0,793,752,34,4.0,1,0,0,0,0
18,1,0,0,0,1,0,0,793,769,34,3.95,0,0,0,0,1
18,1,0,0,1,0,0,0,799,749,34,4.0,1,0,0,0,0
18,0,0,0,0,1,0,0,788,748,34,3.93,1,0,0,0,0
18,1,0,0,1,0,0,0,793,765,34,3.9,2,0,0,1,1
18,1,0,0,1,0,0,0,748,764,34,3.83,3,0,0,0,1
18,0,0,0,0,1,0,0,789,746,33,4.0,1,0,0,0,1
19,1,0,0,1,0,0,0,754,755,34,4.0,3,0,0,0,0
18,1,1,0,0,1,0,0,770,746,34,4.0,5,0,0,0,0
18,1,0,0,0,1,0,0,776,749,33,4.0,4,0,0,0,1
18,1,0,0,1,0,0,0,764,747,33,4.0,2,0,1,0,0
18,0,0,1,0,0,0,0,765,748,35,3.98,3,0,0,0,1
18,0,0,0,0,0,0,1,750,764,33,3.94,4,1,0,0,0
18,1,0,0,1,0,0,0,769,749,35,3.79,4,0,1,0,0
18,0,0,0,0,0,1,0,781,750,34,4.0,1,0,0,0,1
18,0,1,0,0,0,0,1,744,764,34,4.0,1,0,0,0,0
18,1,0,1,0,0,0,0,760,741,34,3.69,4,0,0,0,0
18,1,1,0,1,0,0,0,794,759,33,3.6,5,0,0,0,0
18,0,0,0,1,0,0,0,769,741,34,3.79,1,0,0,0,0
18,0,0,0,1,0,0,0,785,768,34,3.73,1,0,0,0,0
18,0,0,1,0,0,0,0,744,759,34,3.65,3,0,0,0,0
18,0,0,0,0,0,0,1,781,760,33,3.94,1,0,0,0,0
18,1,0,1,0,0,0,0,794,764,34,4.0,4,0,0,0,1
18,1,0,1,0,0,0,0,781,746,34,3.97,2,0,0,0,0
18,1,0,0,1,0,0,0,748,753,33,4.0,2,0,0,0,0
18,0,0,1,0,0,0,0,783,764,33,4.0,4,0,0,0,1
18,1,0,0,1,0,0,0,764,760,34,3.75,3,0,0,0,0
18,1,0,1,0,0,0,0,772,750,33,3.79,2,0,0,0,1
18,1,0,0,1,0,0,0,784,755,34,4.0,5,1,0,0,0
18,1,0,0,1,0,0,0,745,763,34,3.95,3,0,0,0,0
18,1,0,0,1,0,0,0,785,750,35,3.86,3,0,0,0,1
18,1,0,0,0,0,0,1,764,760,34,3.97,3,0,0,0,1
18,0,0,0,0,0,0,1,790,744,34,3.58,5,1,0,0,0
18,1,0,0,1,0,0,0,741,754,35,4.0,4,0,0,0,0
18,1,0,0,1,0,0,0,768,767,34,3.83,1,1,0,0,0
18,1,0,0,1,0,0,0,789,762,33,3.81,5,0,0,0,0
18,1,0,0,0,1,0,0,782,750,34,3.79,3,0,0,0,0
18,1,0,1,0,0,0,0,795,769,34,3.98,1,0,0,0,1
18,1,0,0,1,0,0,0,795,755,35,3.95,2,0,0,0,1
18,0,0,0,1,0,0,0,789,765,34,3.88,2,0,0,0,0
18,1,0,0,1,0,0,0,760,767,33,3.98,5,0,0,0,0
18,1,0,0,0,1,0,0,754,743,34,3.91,3,0,0,0,0
18,1,0,0,0,0,0,1,753,753,33,3.7,5,0,0,0,1
18,0,0,1,0,0,0,0,762,755,35,3.89,1,0,0,0,0
18,1,0,0,1,0,0,0,740,757,33,4.0,4,0,0,0,1
17,1,1,0,1,0,0,0,784,751,35,3.85,5,0,0,0,0
18,1,0,0,1,0,0,0,769,750,34,3.87,0,0,0,0,0
18,1,0,1,0,0,0,0,795,756,33,3.94,4,0,0,0,0
18,1,1,0,0,1,0,0,763,741,33,3.79,0,0,0,0,1
18,1,0,0,0,1,0,0,777,744,33,3.84,2,0,1,0,0
18,0,0,1,0,0,0,0,780,754,33,3.83,3,0,1,0,0
18,1,0,0,0,1,0,0,755,750,34,3.88,5,0,0,0,0
18,1,0,1,0,0,0,0,741,748,33,3.8,3,0,0,0,0
18,0,0,1,0,0,0,0,740,751,34,3.76,3,0,0,0,0
17,0,0,1,0,0,0,0,765,762,33,3.79,0,0,0,0,0
18,1,1,0,0,0,0,1,776,756,35,4.0,4,0,1,0,1
18,0,0,0,1,0,0,0,745,742,33,4.0,2,0,0,0,1
19,0,1,0,1,0,0,0,773,758,34,3.98,4,0,0,0,1
18,1,0,0,0,0,0,1,764,762,33,3.98,4,0,0,0,0
18,1,0,1,0,0,0,0,758,757,34,3.77,5,0,0,0,1
18,0,0,0,0,0,0,1,772,740,34,4.0,0,0,0,0,0
18,1,0,1,0,0,0,0,743,747,35,3.9,0,0,0,0,1
18,1,0,0,0,1,0,0,772,743,34,3.84,2,0,0,0,0
18,1,0,0,0,1,0,0,756,759,34,4.0,5,0,0,0,0
18,0,0,1,0,0,0,0,757,762,35,4.0,5,0,0,0,1
18,1,0,0,0,1,0,0,791,758,33,3.85,3,0,0,0,0
19,0,0,0,1,0,0,0,772,740,33,3.83,5,0,0,0,0
18,1,0,0,1,0,0,0,773,763,34,4.0,3,0,0,0,1
18,1,0,0,1,0,0,0,768,748,34,4.0,5,0,0,0,0
18,0,0,0,0,0,0,1,776,750,35,3.87,5,0,0,0,1
18,0,0,1,0,0,0,0,774,747,34,3.84,1,0,0,0,0
18,0,0,0,1,0,0,0,795,751,34,3.87,2,0,0,0,0
18,1,0,1,0,0,0,0,794,743,34,3.84,1,0,0,0,0
18,1,0,0,1,0,0,0,751,765,33,3.88,5,0,0,0,1
18,1,0,0,0,0,0,1,776,744,35,3.94,4,0,1,0,1
18,0,0,1,0,0,0,0,742,755,34,3.84,5,0,0,0,0
18,1,0,0,0,1,0,0,761,740,35,3.84,3,0,0,0,0
18,1,0,1,0,0,0,0,750,742,34,3.82,5,0,0,0,1
18,1,0,0,0,0,1,0,785,750,33,4.0,1,0,0,0,1
18,0,0,0,1,0,0,0,754,748,34,4.0,5,0,0,0,0
17,1,0,1,0,0,0,0,774,740,34,4.0,2,0,0,0,1
18,0,0,0,1,0,0,0,747,744,33,4.0,2,0,0,0,0
19,0,0,0,1,0,0,0,747,745,35,3.98,2,1,0,0,0
19,0,0,0,0,0,0,1,740,759,34,4.0,3,0,0,0,0
18,0,0,0,1,0,0,0,745,741,33,3.81,5,0,0,0,0
18,0,1,0,1,0,0,0,799,764,34,4.0,3,0,0,0,0
18,1,0,0,0,1,0,0,784,742,34,3.98,4,0,0,0,0
17,0,0,1,0,0,0,0,752,755,34,3.74,3,0,0,0,1
17,1,0,0,0,1,0,0,796,751,34,3.74,5,0,0,0,1
18,0,0,1,0,0,0,0,783,740,34,4.0,2,0,1,0,1
18,1,0,0,0,0,0,1,742,755,33,4.0,4,0,0,0,1
18,0,1,0,0,0,0,1,774,769,34,3.79,3,0,1,0,0
18,1,0,0,0,1,0,0,740,767,35,4.0,5,0,0,0,0
18,0,0,0,1,0,0,0,786,758,34,3.73,2,0,0,0,0
18,0,1,1,0,0,0,0,757,745,34,3.99,2,0,0,0,0
19,1,0,1,0,0,0,0,778,769,35,3.95,2,0,0,0,0
18,0,0,0,0,0,1,0,742,759,34,3.94,4,0,0,0,0
18,1,0,0,0,1,0,0,760,765,34,3.9,3,0,0,0,0
18,1,1,0,0,0,0,1,750,754,34,4.0,3,0,0,0,0
18,1,0,0,1,0,0,0,760,754,34,3.92,2,0,0,0,0
18,0,0,0,1,0,0,0,787,754,34,3.59,4,0,0,0,0
18,1,0,0,0,0,0,1,793,743,33,3.94,3,0,0,0,0
18,1,1,0,1,0,0,0,795,745,33,3.61,0,0,0,0,0
18,0,0,0,1,0,0,0,785,741,34,3.87,3,0,0,0,1
18,0,0,0,1,0,0,0,767,766,34,3.72,5,0,0,0,0
18,0,0,0,1,0,0,0,762,748,34,4.0,4,0,0,0,0
19,0,1,1,0,0,0,0,774,750,34,3.9,2,0,0,0,1
18,1,1,0,0,0,1,0,744,757,34,3.76,1,1,0,0,0
18,1,0,0,1,0,0,0,792,749,34,3.91,1,0,0,0,0
18,0,0,0,1,0,0,0,770,753,33,3.87,5,0,0,0,0
18,0,0,0,1,0,0,0,797,742,33,3.97,4,0,0,0,0
18,0,1,0,0,0,0,1,752,751,35,4.0,4,1,1,0,0
18,0,0,1,0,0,0,0,773,740,34,3.57,4,0,0,0,1
18,0,0,0,1,0,0,0,796,756,34,4.0,3,0,0,0,0
19,0,0,0,0,0,0,1,759,752,34,4.0,3,0,1,0,0
18,0,0,0,1,0,0,0,778,755,35,4.0,3,0,0,1,1
18,1,0,0,0,1,0,0,770,743,34,4.0,2,0,0,0,0
18,1,0,0,0,1,0,0,795,740,35,3.98,1,1,0,0,0
18,1,0,0,1,0,0,0,777,768,33,4.0,4,0,1,0,1
17,1,0,0,1,0,0,0,783,752,35,4.0,4,0,0,0,0
18,0,0,0,0,1,0,0,766,754,34,3.97,1,0,0,0,0
18,1,0,0,1,0,0,0,763,751,33,3.8,1,0,0,0,0
18,0,0,0,1,0,0,0,752,740,34,3.9,1,0,0,0,0
18,1,0,1,0,0,0,0,757,744,33,3.81,4,0,0,0,0
19,0,1,0,0,1,0,0,762,765,34,3.83,2,0,0,0,0
18,0,1,0,0,1,0,0,758,753,33,4.0,5,0,0,0,0
18,0,0,0,1,0,0,0,774,766,34,4.0,1,0,0,0,0
18,0,0,0,1,0,0,0,756,756,34,3.96,1,0,0,0,0
18,0,1,0,1,0,0,0,750,755,33,4.0,1,0,0,0,0
18,0,0,0,1,0,0,0,786,740,35,4.0,4,0,0,0,0
18,1,0,0,0,1,0,0,766,761,34,4.0,4,0,0,0,0
18,0,0,0,0,0,0,1,774,758,34,4.0,4,1,0,0,1
18,1,0,1,0,0,0,0,774,741,34,4.0,5,0,0,0,1
17,1,0,1,0,0,0,0,790,740,34,3.94,1,0,0,0,0
18,0,0,0,1,0,0,0,773,758,34,4.0,3,0,0,0,0
18,1,0,0,1,0,0,0,757,757,34,4.0,1,1,0,0,0
18,1,0,0,1,0,0,0,799,766,34,3.97,3,0,0,0,0
18,1,0,0,0,0,0,1,748,745,34,4.0,2,0,0,0,0
18,0,0,0,0,1,0,0,790,746,34,3.9,3,0,0,0,1
18,0,0,0,0,0,1,0,780,757,34,4.0,1,0,0,0,1
18,1,1,0,1,0,0,0,749,760,33,4.0,4,0,0,0,0
18,0,0,0,0,0,0,1,761,769,33,3.97,3,0,0,0,1
18,0,0,0,0,0,0,1,797,767,34,3.88,4,0,0,0,0
18,0,0,0,0,0,0,1,781,763,34,4.0,1,1,1,0,1
18,1,0,1,0,0,0,0,787,766,34,4.0,3,0,0,0,0
18,0,0,0,1,0,0,0,755,755,35,3.95,0,0,1,0,0
18,1,1,0,0,1,0,0,748,752,35,3.6,3,0,0,0,0
18,0,0,0,0,1,0,0,797,743,35,3.87,3,0,0,0,0
18,1,0,1,0,0,0,0,771,757,35,3.8,1,0,0,0,0
18,0,0,0,1,0,0,0,749,751,34,3.63,5,1,0,0,1
17,0,0,0,1,0,0,0,774,765,34,3.9,3,0,0,0,0
18,0,0,0,0,1,0,0,783,743,33,4.0,5,0,0,0,1
18,0,0,0,0,1,0,0,754,763,35,3.71,5,0,0,0,0
18,0,0,0,1,0,0,0,746,765,35,3.83,3,0,0,0,0
18,0,0,1,0,0,0,0,786,750,35,3.89,5,0,0,0,0
18,1,0,0,1,0,0,0,777,764,34,3.89,4,0,0,0,1
18,1,0,0,0,0,0,1,744,757,34,4.0,3,0,1,0,0
18,1,0,0,0,0,1,0,754,763,34,3.94,2,0,1,0,1
18,1,0,1,0,0,0,0,773,754,33,3.87,4,0,0,0,1
17,1,0,0,0,1,0,0,797,748,35,3.95,2,0,0,0,0
18,0,0,0,1,0,0,0,753,755,34,3.89,1,0,0,0,0
18,1,0,0,1,0,0,0,753,742,33,4.0,3,0,0,0,0
18,1,0,0,1,0,0,0,771,745,33,3.81,4,0,0,0,0
19,1,0,0,0,1,0,0,792,759,35,4.0,2,0,0,0,0
18,1,0,0,0,1,0,0,799,746,34,4.0,1,0,0,0,1
18,1,0,1,0,0,0,0,742,745,35,4.0,2,0,0,0,0
18,1,1,0,0,1,0,0,778,750,34,3.76,2,0,0,0,0
18,1,0,0,0,0,1,0,750,764,33,3.98,1,0,0,0,0
18,1,0,0,0,1,0,0,759,763,35,3.86,1,0,0,0,0
17,0,0,0,1,0,0,0,741,758,33,3.94,3,0,0,0,0
18,1,0,0,0,0,1,0,765,746,35,3.73,4,0,0,0,1
18,1,0,0,1,0,0,0,774,743,34,3.97,4,0,0,0,0
18,0,0,0,1,0,0,0,740,742,33,4.0,1,0,0,0,0
18,1,0,1,0,0,0,0,767,752,34,3.75,2,0,0,0,0
17,1,0,1,0,0,0,0,760,745,34,3.95,4,0,0,0,0
18,0,0,0,1,0,0,0,740,759,35,3.81,2,1,0,0,0
18,0,1,1,0,0,0,0,769,751,33,4.0,4,0,0,0,0
18,0,0,1,0,0,0,0,786,754,34,3.83,4,0,0,0,0
18,1,0,1,0,0,0,0,794,748,34,3.87,1,0,0,0,1
18,0,0,0,0,1,0,0,782,744,34,4.0,2,0,0,0,1
18,1,0,0,1,0,0,0,784,766,34,3.93,4,0,0,0,1
18,1,0,0,1,0,0,0,783,764,34,3.86,4,0,0,0,1
18,0,1,0,0,1,0,0,756,747,34,4.0,5,1,0,0,1
18,0,0,1,0,0,0,0,762,759,34,4.0,2,0,0,0,0
18,1,1,0,1,0,0,0,766,748,34,3.82,3,0,0,0,0
18,1,0,0,1,0,0,0,755,745,34,3.83,3,0,0,0,0
17,0,0,0,0,1,0,0,762,761,34,3.87,1,0,0,0,1
18,1,0,1,0,0,0,0,778,754,34,3.56,4,0,0,0,0
18,1,1,0,1,0,0,0,752,747,35,3.85,4,0,0,0,0
18,1,0,0,1,0,0,0,741,750,34,3.98,2,0,0,0,0
18,0,1,0,0,0,0,1,771,743,35,3.81,1,0,0,0,0
18,0,0,0,0,1,0,0,778,750,34,3.93,3,0,0,0,0
18,1,0,1,0,0,0,0,766,763,34,3.9,1,0,0,0,0
18,0,0,0,0,0,0,1,760,746,35,3.96,4,0,1,0,0
18,0,0,0,0,1,0,0,788,760,35,3.9,1,1,0,0,0
18,0,0,0,1,0,0,0,780,758,34,4.0,5,0,0,0,0
18,1,0,0,1,0,0,0,773,740,33,3.96,2,0,0,0,0
18,0,0,0,1,0,0,0,766,755,33,4.0,5,0,0,0,1
18,0,1,0,0,1,0,0,780,748,35,4.0,2,0,0,0,0
18,1,0,1,0,0,0,0,792,750,34,3.99,2,0,0,0,0
18,0,0,0,1,0,0,0,769,748,33,4.0,0,0,0,0,1
18,0,0,0,0,1,0,0,773,750,35,3.94,2,0,1,0,1
18,1,0,0,1,0,0,0,778,757,34,3.85,1,0,0,0,1
18,0,0,0,0,0,0,1,767,749,35,4.0,2,1,0,0,1
18,1,0,0,1,0,0,0,769,752,33,4.0,5,0,0,0,0
18,0,0,0,0,0,0,1,743,752,35,4.0,0,0,1,0,1
18,0,0,0,0,1,0,0,794,763,35,4.0,2,0,0,0,1
18,1,0,0,1,0,0,0,795,754,33,3.91,3,1,0,0,0
18,1,0,1,0,0,0,0,794,751,35,4.0,5,0,0,0,1
18,0,1,0,1,0,0,0,744,755,34,4.0,5,0,0,0,0
19,1,0,1,0,0,0,0,740,753,34,3.94,1,0,0,0,0
18,0,0,0,0,0,0,1,744,767,34,3.89,3,0,0,0,0
18,0,0,0,1,0,0,0,773,741,34,4.0,3,0,0,0,0
18,0,0,0,0,1,0,0,766,745,35,3.84,5,0,0,0,0
18,1,0,1,0,0,0,0,799,764,34,3.76,5,0,0,0,1
18,0,0,0,0,0,0,1,785,748,33,4.0,2,0,0,0,0
18,0,0,0,0,0,0,1,778,743,33,4.0,5,0,0,0,1
18,1,0,0,1,0,0,0,749,752,35,4.0,1,0,0,0,1
18,0,0,0,0,0,0,1,763,748,34,3.89,1,0,0,0,1
19,0,0,0,1,0,0,0,790,764,34,3.86,4,0,0,0,1
19,0,0,0,0,0,1,0,782,765,35,4.0,4,0,0,0,1
18,1,1,0,1,0,0,0,742,743,34,4.0,1,0,0,1,1
18,0,0,0,1,0,0,0,760,768,34,4.0,5,0,0,0,0
18,1,1,0,0,1,0,0,776,763,34,3.92,5,0,0,0,0
18,0,0,0,1,0,0,0,771,752,34,3.9,2,0,0,0,0
17,0,1,0,1,0,0,0,798,750,35,3.92,5,0,1,0,0
18,1,0,0,0,1,0,0,772,753,35,4.0,4,0,0,0,1
18,1,0,0,1,0,0,0,779,741,35,4.0,3,1,0,0,0
18,0,0,0,1,0,0,0,785,755,33,4.0,4,1,0,0,1
18,1,0,0,1,0,0,0,760,755,35,3.89,3,0,0,0,0
18,0,0,0,1,0,0,0,791,758,35,3.93,1,0,0,0,0
18,1,0,0,0,1,0,0,741,756,35,3.87,4,0,0,1,1
18,1,0,0,0,0,0,1,797,748,35,3.83,4,0,0,0,1
18,0,0,1,0,0,0,0,772,749,33,4.0,2,1,0,0,1
19,1,1,1,0,0,0,0,742,750,33,3.9,4,0,0,0,1
17,0,0,0,1,0,0,0,775,744,35,4.0,4,0,0,0,1
18,0,0,0,0,1,0,0,754,758,35,3.85,4,0,0,0,0
18,0,1,0,0,1,0,0,790,740,34,4.0,1,0,0,0,0
18,1,0,0,1,0,0,0,766,760,34,3.63,5,0,0,0,1
18,0,0,1,0,0,0,0,773,761,33,3.98,5,0,0,0,0
18,1,0,0,1,0,0,0,795,764,34,3.91,2,0,0,0,0
18,1,0,0,0,0,0,1,750,764,35,4.0,2,0,0,0,0
18,1,0,0,1,0,0,0,751,762,33,3.93,2,0,1,1,1
18,1,0,1,0,0,0,0,748,752,34,3.85,1,0,0,0,0
18,0,0,1,0,0,0,0,749,754,33,3.96,0,1,0,0,0
18,1,0,0,1,0,0,0,773,753,34,3.91,3,0,0,0,0
18,0,0,0,1,0,0,0,748,745,34,4.0,2,0,1,0,0
18,1,1,1,0,0,0,0,761,748,33,3.99,2,0,0,0,0
18,0,0,0,0,0,1,0,749,763,34,3.98,3,0,0,0,0
18,0,0,0,1,0,0,0,768,754,35,4.0,0,0,0,0,1
18,0,0,0,0,1,0,0,742,764,35,3.79,5,0,0,0,0
18,0,0,0,0,0,1,0,762,759,34,3.78,4,1,0,0,1
18,0,0,1,0,0,0,0,792,761,34,3.95,4,0,0,0,0
18,1,0,0,0,0,0,1,766,742,35,4.0,5,0,0,0,1
18,1,0,0,1,0,0,0,788,766,33,3.99,2,0,0,0,1
18,1,1,1,0,0,0,0,752,753,33,4.0,2,0,0,0,0
19,0,1,0,1,0,0,0,766,747,35,3.91,3,0,0,0,0
18,0,0,0,0,0,0,1,776,759,33,3.69,2,0,0,0,0
18,1,0,0,0,0,0,1,740,769,34,3.92,5,0,0,0,0
18,0,1,0,0,0,0,1,793,743,34,4.0,5,0,0,0,0
18,1,0,1,0,0,0,0,799,743,33,3.96,4,0,0,0,1
18,0,0,1,0,0,0,0,753,767,33,4.0,5,0,0,0,1
18,1,0,0,0,1,0,0,752,751,33,4.0,1,0,0,0,0
18,0,1,0,0,1,0,0,778,762,33,3.88,1,0,0,0,0
18,0,0,0,1,0,0,0,752,763,34,4.0,2,0,0,0,1
18,1,0,0,1,0,0,0,777,763,34,3.76,2,0,0,0,0
18,0,0,0,1,0,0,0,780,747,35,4.0,2,0,0,0,0
18,1,0,0,1,0,0,0,771,748,34,3.9,4,0,0,0,0
19,0,0,1,0,0,0,0,755,760,34,4.0,4,0,0,0,0
18,1,0,0,0,1,0,0,792,752,34,3.94,0,0,0,0,0
18,0,0,0,1,0,0,0,759,752,35,3.85,3,0,1,0,0
18,1,1,0,1,0,0,0,771,747,34,3.81,2,0,0,0,0
18,1,0,1,0,0,0,0,756,746,33,4.0,0,0,0,0,1
18,1,0,1,0,0,0,0,789,745,33,4.0,1,0,0,0,1
19,1,0,1,0,0,0,0,772,760,33,3.73,1,0,0,0,1
18,1,0,0,0,0,0,1,790,764,35,3.92,3,0,1,0,1
18,1,0,0,0,0,1,0,767,751,34,4.0,3,1,0,0,1
18,0,1,0,1,0,0,0,754,752,34,4.0,2,0,0,0,0
18,1,0,0,1,0,0,0,774,746,33,3.95,1,0,0,0,0
18,0,0,0,0,1,0,0,758,750,34,3.95,1,1,1,0,1
18,0,0,1,0,0,0,0,783,751,33,4.0,5,0,0,0,1
18,1,0,0,0,0,1,0,756,758,33,3.79,5,0,0,1,1
18,1,0,0,0,0,1,0,774,767,34,3.78,3,0,0,0,0
18,0,0,0,1,0,0,0,752,742,33,4.0,2,0,0,0,0
18,1,0,0,1,0,0,0,791,764,35,4.0,2,0,0,0,1
18,1,1,0,1,0,0,0,774,747,33,3.86,3,0,1,0,1
18,1,0,1,0,0,0,0,780,748,33,3.89,1,1,0,0,0
18,1,0,0,1,0,0,0,751,748,33,3.83,2,0,0,0,0
17,0,0,0,1,0,0,0,785,760,34,3.96,3,0,0,0,0
18,1,1,0,1,0,0,0,758,755,34,3.81,5,0,0,0,0
18,0,0,0,1,0,0,0,762,763,35,3.8,1,0,0,0,1
18,1,0,1,0,0,0,0,741,751,34,4.0,2,0,0,0,0
18,1,0,0,1,0,0,0,745,760,34,4.0,1,0,0,0,0
18,1,0,0,1,0,0,0,752,752,34,3.88,1,0,0,0,0
18,1,0,1,0,0,0,0,747,749,35,3.75,2,1,0,0,0
18,0,0,0,1,0,0,0,741,759,34,3.88,3,0,0,0,1
18,1,0,1,0,0,0,0,763,758,33,4.0,2,0,0,0,0
18,1,0,0,1,0,0,0,784,763,33,4.0,1,1,0,0,0
18,0,0,0,0,0,0,1,756,744,34,4.0,0,1,0,0,0
18,0,0,0,0,0,0,1,763,748,33,3.94,3,0,0,0,0
18,1,0,0,0,1,0,0,772,765,34,4.0,2,0,0,0,0
18,1,0,0,0,1,0,0,763,750,34,3.94,1,0,0,1,0
17,1,0,0,1,0,0,0,796,744,34,3.76,4,0,1,0,0
18,1,0,0,0,1,0,0,754,744,35,3.99,4,0,0,0,1
18,0,0,0,0,0,1,0,767,760,33,3.88,2,1,1,0,1
18,0,1,0,0,1,0,0,789,762,35,4.0,1,0,0,0,0
18,1,0,1,0,0,0,0,760,743,35,3.88,1,0,0,0,1
18,1,0,0,0,0,1,0,751,764,34,3.92,5,0,0,0,0
17,0,0,0,0,0,1,0,793,760,34,4.0,5,0,0,0,1
18,1,0,0,0,1,0,0,774,756,35,4.0,4,0,0,0,1
19,1,0,0,0,0,1,0,770,753,34,4.0,5,0,0,0,0
19,1,1,0,0,0,1,0,749,767,33,4.0,5,0,0,0,0
17,1,0,0,1,0,0,0,745,754,34,3.89,3,0,0,0,0
19,1,0,0,0,1,0,0,794,745,35,4.0,5,0,0,0,1
18,0,0,0,1,0,0,0,746,741,33,3.78,4,0,0,0,0
18,1,0,1,0,0,0,0,769,746,34,3.88,5,0,1,0,1
18,0,0,0,1,0,0,0,783,759,34,4.0,1,0,0,0,0
18,1,0,0,1,0,0,0,782,747,34,4.0,2,1,0,0,1
18,0,0,0,0,1,0,0,778,767,34,3.8,0,0,0,0,0
18,1,1,1,0,0,0,0,742,765,33,3.76,2,0,1,0,0
18,1,0,0,0,0,1,0,778,762,35,3.87,2,0,0,0,0
17,0,0,0,0,1,0,0,752,760,33,4.0,5,0,0,0,0
18,1,0,0,0,1,0,0,773,768,34,4.0,5,0,0,0,0
18,0,0,1,0,0,0,0,776,763,34,4.0,5,0,0,0,0
18,0,0,0,1,0,0,0,756,761,33,4.0,3,0,0,0,0
18,1,0,0,1,0,0,0,767,741,33,4.0,4,0,0,0,1
19,1,0,1,0,0,0,0,761,752,35,4.0,1,0,0,0,1
18,0,0,1,0,0,0,0,796,753,34,4.0,5,0,0,0,1
18,1,0,0,0,1,0,0,788,769,34,3.79,5,0,0,0,0
18,1,0,0,1,0,0,0,754,766,34,3.86,3,0,0,0,0
18,0,0,0,0,0,0,1,745,761,35,3.92,5,0,0,0,0
18,1,0,1,0,0,0,0,770,748,35,3.88,4,0,0,0,0
18,1,0,0,1,0,0,0,760,761,34,3.97,5,0,0,0,1
18,0,0,1,0,0,0,0,793,766,33,3.73,5,0,0,0,0
18,1,0,0,1,0,0,0,756,753,34,4.0,2,0,0,0,0
18,1,0,1,0,0,0,0,756,747,34,4.0,3,1,0,0,0
18,1,0,1,0,0,0,0,760,764,34,3.81,1,0,1,1,1
18,1,0,0,1,0,0,0,747,764,35,3.99,4,1,0,0,0
18,1,0,0,1,0,0,0,771,750,34,3.99,2,0,0,0,1
18,0,0,0,1,0,0,0,757,768,34,4.0,3,0,0,0,0
17,1,0,1,0,0,0,0,765,759,34,3.91,3,0,1,0,0
18,0,0,1,0,0,0,0,775,742,35,4.0,5,0,0,0,0
18,0,0,1,0,0,0,0,774,752,34,3.84,3,0,0,0,0
18,1,1,1,0,0,0,0,760,748,34,3.97,5,0,0,0,0
18,1,1,0,1,0,0,0,750,742,33,4.0,3,0,1,0,0
18,0,0,0,1,0,0,0,779,761,34,3.91,0,0,0,0,1
18,1,0,0,1,0,0,0,741,743,35,3.73,5,0,0,0,0
18,1,0,1,0,0,0,0,781,761,34,3.99,5,0,0,0,0
18,0,0,0,0,0,1,0,773,767,35,3.68,2,0,0,0,0
18,1,0,0,1,0,0,0,766,751,35,4.0,3,1,0,1,1
19,1,0,0,1,0,0,0,755,760,33,4.0,4,0,0,0,0
17,1,1,0,1,0,0,0,788,760,34,4.0,2,0,0,0,1
19,1,0,0,0,0,0,1,746,755,35,3.66,2,0,0,0,0
18,0,0,0,1,0,0,0,794,749,33,3.64,2,0,0,0,0
18,1,0,0,0,1,0,0,752,769,34,4.0,2,0,0,0,0
18,0,0,0,0,0,0,1,754,746,35,3.77,4,1,0,0,0
18,0,0,0,0,0,0,1,781,760,34,3.8,3,0,0,0,0
18,1,0,1,0,0,0,0,799,740,34,4.0,2,0,0,0,1
18,1,0,0,0,0,1,0,754,751,34,4.0,1,0,0,0,0
18,1,1,0,0,1,0,0,775,742,35,3.71,4,0,0,0,0
18,0,1,1,0,0,0,0,790,762,34,3.64,2,0,0,0,0
18,0,0,1,0,0,0,0,764,747,33,3.7,5,0,0,0,1
18,0,0,0,1,0,0,0,779,766,33,4.0,2,0,0,0,0
18,1,0,0,1,0,0,0,746,746,34,3.76,5,0,0,0,0
18,1,0,0,0,1,0,0,755,753,34,4.0,4,0,0,0,0
18,1,1,0,1,0,0,0,799,741,34,3.84,5,0,0,0,0
18,1,1,0,0,1,0,0,773,767,34,4.0,5,0,0,0,0
18,1,0,0,0,0,0,1,770,742,34,4.0,4,0,0,0,1
18,1,0,0,0,0,0,1,744,763,34,3.77,2,0,0,0,0
17,1,0,0,1,0,0,0,756,760,33,4.0,3,0,0,0,0
18,1,0,0,0,1,0,0,785,759,35,3.91,1,0,0,1,1
18,1,0,0,1,0,0,0,768,756,33,4.0,3,0,0,0,1
18,0,1,0,0,1,0,0,781,752,34,3.93,1,0,0,0,1
18,1,0,0,1,0,0,0,793,753,34,4.0,3,0,0,0,0
18,0,0,0,1,0,0,0,787,740,33,3.98,2,0,1,0,0
18,1,0,0,1,0,0,0,752,767,35,3.75,3,0,0,0,0
18,1,0,0,1,0,0,0,780,749,34,4.0,4,0,0,0,1
18,1,1,0,0,1,0,0,780,768,33,4.0,4,0,0,0,0
18,0,0,0,0,1,0,0,798,748,34,3.99,5,0,0,0,0
18,0,0,0,1,0,0,0,770,768,34,3.92,3,0,0,0,0
18,0,0,0,0,0,1,0,767,750,34,4.0,4,0,0,0,1
18,1,0,0,0,0,0,1,781,740,35,3.71,2,0,0,0,0
18,0,0,0,0,1,0,0,786,742,33,3.74,1,0,0,0,0
18,1,1,1,0,0,0,0,774,745,33,3.94,4,0,0,0,0
